76 0 0 32 32
76 0 32 32 32
76 0 64 32 32
76 0 96 32 32
76 0 128 32 32
76 0 160 32 32
76 0 192 32 32
76 0 224 32 32
76 0 256 32 32
76 0 288 32 32
76 0 320 32 32
76 0 352 32 32
76 0 384 32 32
76 0 416 32 32
76 0 448 32 32
76 0 480 32 32
76 0 512 32 32
76 0 544 32 32
76 0 576 32 32
76 0 608 32 32
76 0 640 32 32
76 0 672 32 32
76 0 704 32 32
76 0 736 32 32
76 0 768 32 32
76 0 800 32 32
76 0 832 32 32
76 0 864 32 32
76 0 896 32 32
76 0 928 32 32
76 0 960 32 32
76 0 992 32 32
76 0 1024 32 32
76 0 1056 32 32
76 0 1088 32 32
76 0 1120 32 32
76 0 1152 32 32
76 0 1184 32 32
76 0 1216 32 32
76 0 1248 32 32
76 0 1280 32 32
76 0 1312 32 32
76 0 1344 32 32
76 32 0 32 32
76 32 32 32 32
76 32 64 32 32
76 32 96 32 32
76 32 128 32 32
76 32 160 32 32
76 32 192 32 32
76 32 224 32 32
76 32 256 32 32
76 32 288 32 32
76 32 320 32 32
76 32 352 32 32
76 32 384 32 32
76 32 416 32 32
76 32 448 32 32
76 32 480 32 32
76 32 512 32 32
76 32 544 32 32
76 32 576 32 32
76 32 608 32 32
76 32 640 32 32
76 32 672 32 32
76 32 704 32 32
76 32 736 32 32
76 32 768 32 32
76 32 800 32 32
76 32 832 32 32
76 32 864 32 32
76 32 896 32 32
76 32 928 32 32
76 32 960 32 32
76 32 992 32 32
76 32 1024 32 32
76 32 1056 32 32
76 32 1088 32 32
76 32 1120 32 32
76 32 1152 32 32
76 32 1184 32 32
76 32 1216 32 32
76 32 1248 32 32
76 32 1280 32 32
76 32 1312 32 32
76 32 1344 32 32
76 64 0 32 32
76 64 32 32 32
76 64 64 32 32
76 64 96 32 32
76 64 128 32 32
76 64 160 32 32
76 64 192 32 32
76 64 224 32 32
76 64 256 32 32
76 64 288 32 32
76 64 320 32 32
76 64 352 32 32
76 64 384 32 32
76 64 416 32 32
76 64 448 32 32
76 64 480 32 32
76 64 512 32 32
76 64 544 32 32
76 64 576 32 32
76 64 608 32 32
76 64 640 32 32
76 64 672 32 32
76 64 704 32 32
76 64 736 32 32
76 64 768 32 32
76 64 800 32 32
76 64 832 32 32
76 64 864 32 32
76 64 896 32 32
76 64 928 32 32
76 64 960 32 32
76 64 992 32 32
76 64 1024 32 32
76 64 1056 32 32
76 64 1088 32 32
76 64 1120 32 32
76 64 1152 32 32
76 64 1184 32 32
76 64 1216 32 32
76 64 1248 32 32
76 64 1280 32 32
76 64 1312 32 32
76 64 1344 32 32
76 96 0 32 32
76 96 32 32 32
76 96 64 32 32
76 96 96 32 32
76 96 128 32 32
76 96 160 32 32
76 96 192 32 32
76 96 224 32 32
76 96 256 32 32
76 96 288 32 32
76 96 320 32 32
76 96 352 32 32
76 96 384 32 32
76 96 416 32 32
76 96 448 32 32
76 96 480 32 32
76 96 512 32 32
76 96 544 32 32
76 96 576 32 32
76 96 608 32 32
76 96 640 32 32
76 96 672 32 32
76 96 704 32 32
76 96 736 32 32
76 96 768 32 32
76 96 800 32 32
76 96 832 32 32
76 96 864 32 32
76 96 896 32 32
76 96 928 32 32
76 96 960 32 32
76 96 992 32 32
76 96 1024 32 32
76 96 1056 32 32
76 96 1088 32 32
76 96 1120 32 32
76 96 1152 32 32
76 96 1184 32 32
76 96 1216 32 32
76 96 1248 32 32
76 96 1280 32 32
76 96 1312 32 32
76 96 1344 32 32
76 128 0 32 32
76 128 32 32 32
76 128 64 32 32
76 128 96 32 32
76 128 128 32 32
76 128 160 32 32
76 128 192 32 32
76 128 224 32 32
76 128 256 32 32
76 128 288 32 32
76 128 320 32 32
76 128 352 32 32
76 128 384 32 32
76 128 416 32 32
76 128 448 32 32
76 128 480 32 32
76 128 512 32 32
76 128 544 32 32
76 128 576 32 32
76 128 608 32 32
76 128 640 32 32
76 128 672 32 32
76 128 704 32 32
76 128 736 32 32
76 128 768 32 32
76 128 800 32 32
76 128 832 32 32
76 128 864 32 32
76 128 896 32 32
76 128 928 32 32
76 128 960 32 32
76 128 992 32 32
76 128 1024 32 32
76 128 1056 32 32
76 128 1088 32 32
76 128 1120 32 32
76 128 1152 32 32
76 128 1184 32 32
76 128 1216 32 32
76 128 1248 32 32
76 128 1280 32 32
76 128 1312 32 32
76 128 1344 32 32
76 160 0 32 32
76 160 32 32 32
76 160 64 32 32
76 160 96 32 32
76 160 128 32 32
76 160 160 32 32
76 160 192 32 32
76 160 224 32 32
76 160 256 32 32
76 160 288 32 32
76 160 320 32 32
76 160 352 32 32
76 160 384 32 32
76 160 416 32 32
76 160 448 32 32
76 160 480 32 32
76 160 512 32 32
76 160 544 32 32
76 160 576 32 32
76 160 608 32 32
76 160 640 32 32
76 160 672 32 32
76 160 704 32 32
76 160 736 32 32
76 160 768 32 32
76 160 800 32 32
76 160 832 32 32
76 160 864 32 32
76 160 896 32 32
76 160 928 32 32
76 160 960 32 32
76 160 992 32 32
76 160 1024 32 32
76 160 1056 32 32
76 160 1088 32 32
76 160 1120 32 32
76 160 1152 32 32
76 160 1184 32 32
76 160 1216 32 32
76 160 1248 32 32
76 160 1280 32 32
76 160 1312 32 32
76 160 1344 32 32
76 192 0 32 32
76 192 32 32 32
76 192 64 32 32
76 192 96 32 32
76 192 128 32 32
76 192 160 32 32
76 192 192 32 32
76 192 224 32 32
76 192 256 32 32
76 192 288 32 32
76 192 320 32 32
76 192 352 32 32
76 192 384 32 32
76 192 416 32 32
76 192 448 32 32
76 192 480 32 32
76 192 512 32 32
76 192 544 32 32
76 192 576 32 32
76 192 608 32 32
76 192 640 32 32
21 192 672 32 32
20 192 704 32 32
76 192 736 32 32
76 192 768 32 32
76 192 800 32 32
76 192 832 32 32
76 192 864 32 32
76 192 896 32 32
76 192 928 32 32
76 192 960 32 32
21 192 992 32 32
20 192 1024 32 32
76 192 1056 32 32
76 192 1088 32 32
76 192 1120 32 32
76 192 1152 32 32
76 192 1184 32 32
76 192 1216 32 32
76 192 1248 32 32
76 192 1280 32 32
76 192 1312 32 32
76 192 1344 32 32
76 224 0 32 32
76 224 32 32 32
76 224 64 32 32
76 224 96 32 32
76 224 128 32 32
76 224 160 32 32
76 224 192 32 32
76 224 224 32 32
76 224 256 32 32
76 224 288 32 32
76 224 320 32 32
76 224 352 32 32
76 224 384 32 32
76 224 416 32 32
76 224 448 32 32
76 224 480 32 32
76 224 512 32 32
76 224 544 32 32
76 224 576 32 32
76 224 608 32 32
76 224 640 32 32
76 224 672 32 32
76 224 704 32 32
76 224 736 32 32
76 224 768 32 32
76 224 800 32 32
76 224 832 32 32
76 224 864 32 32
76 224 896 32 32
76 224 928 32 32
76 224 960 32 32
76 224 992 32 32
76 224 1024 32 32
76 224 1056 32 32
76 224 1088 32 32
76 224 1120 32 32
76 224 1152 32 32
76 224 1184 32 32
76 224 1216 32 32
76 224 1248 32 32
76 224 1280 32 32
76 224 1312 32 32
76 224 1344 32 32
76 256 0 32 32
76 256 32 32 32
76 256 64 32 32
76 256 96 32 32
76 256 128 32 32
76 256 160 32 32
76 256 192 32 32
76 256 224 32 32
76 256 256 32 32
76 256 288 32 32
76 256 320 32 32
76 256 352 32 32
76 256 384 32 32
76 256 416 32 32
101 256 448 32 32
76 256 480 32 32
76 256 512 32 32
76 256 544 32 32
76 256 576 32 32
76 256 608 32 32
76 256 640 32 32
76 256 672 32 32
76 256 704 32 32
76 256 736 32 32
76 256 768 32 32
76 256 800 32 32
76 256 832 32 32
76 256 864 32 32
76 256 896 32 32
76 256 928 32 32
76 256 960 32 32
76 256 992 32 32
76 256 1024 32 32
76 256 1056 32 32
76 256 1088 32 32
76 256 1120 32 32
76 256 1152 32 32
76 256 1184 32 32
76 256 1216 32 32
76 256 1248 32 32
76 256 1280 32 32
76 256 1312 32 32
76 256 1344 32 32
76 288 0 32 32
76 288 32 32 32
76 288 64 32 32
76 288 96 32 32
76 288 128 32 32
76 288 160 32 32
76 288 192 32 32
76 288 224 32 32
76 288 256 32 32
76 288 288 32 32
76 288 320 32 32
76 288 352 32 32
76 288 384 32 32
76 288 416 32 32
99 288 448 32 32
76 288 480 32 32
76 288 512 32 32
76 288 544 32 32
76 288 576 32 32
76 288 608 32 32
76 288 640 32 32
36 288 672 32 32
36 288 704 32 32
36 288 736 32 32
36 288 768 32 32
36 288 800 32 32
36 288 832 32 32
36 288 864 32 32
36 288 896 32 32
36 288 928 32 32
36 288 960 32 32
36 288 992 32 32
36 288 1024 32 32
36 288 1056 32 32
36 288 1088 32 32
36 288 1120 32 32
76 288 1152 32 32
76 288 1184 32 32
76 288 1216 32 32
76 288 1248 32 32
76 288 1280 32 32
76 288 1312 32 32
76 288 1344 32 32
76 320 0 32 32
76 320 32 32 32
76 320 64 32 32
76 320 96 32 32
76 320 128 32 32
76 320 160 32 32
76 320 192 32 32
76 320 224 32 32
76 320 256 32 32
76 320 288 32 32
76 320 320 32 32
76 320 352 32 32
76 320 384 32 32
76 320 416 32 32
99 320 448 32 32
76 320 480 32 32
76 320 512 32 32
76 320 544 32 32
76 320 576 32 32
76 320 608 32 32
76 320 640 32 32
36 320 672 32 32
36 320 704 32 32
36 320 736 32 32
36 320 768 32 32
36 320 800 32 32
36 320 832 32 32
36 320 864 32 32
36 320 896 32 32
36 320 928 32 32
36 320 960 32 32
36 320 992 32 32
36 320 1024 32 32
36 320 1056 32 32
36 320 1088 32 32
36 320 1120 32 32
76 320 1152 32 32
76 320 1184 32 32
76 320 1216 32 32
76 320 1248 32 32
76 320 1280 32 32
76 320 1312 32 32
76 320 1344 32 32
76 352 0 32 32
76 352 32 32 32
76 352 64 32 32
76 352 96 32 32
76 352 128 32 32
76 352 160 32 32
76 352 192 32 32
76 352 224 32 32
76 352 256 32 32
76 352 288 32 32
76 352 320 32 32
76 352 352 32 32
76 352 384 32 32
76 352 416 32 32
99 352 448 32 32
76 352 480 32 32
76 352 512 32 32
76 352 544 32 32
76 352 576 32 32
76 352 608 32 32
76 352 640 32 32
36 352 672 32 32
36 352 704 32 32
36 352 736 32 32
36 352 768 32 32
36 352 800 32 32
36 352 832 32 32
36 352 864 32 32
36 352 896 32 32
36 352 928 32 32
36 352 960 32 32
36 352 992 32 32
36 352 1024 32 32
36 352 1056 32 32
36 352 1088 32 32
36 352 1120 32 32
76 352 1152 32 32
76 352 1184 32 32
76 352 1216 32 32
76 352 1248 32 32
76 352 1280 32 32
76 352 1312 32 32
76 352 1344 32 32
76 384 0 32 32
76 384 32 32 32
76 384 64 32 32
76 384 96 32 32
76 384 128 32 32
76 384 160 32 32
76 384 192 32 32
76 384 224 32 32
76 384 256 32 32
76 384 288 32 32
76 384 320 32 32
76 384 352 32 32
76 384 384 32 32
76 384 416 32 32
99 384 448 32 32
76 384 480 32 32
76 384 512 32 32
76 384 544 32 32
76 384 576 32 32
76 384 608 32 32
76 384 640 32 32
36 384 672 32 32
36 384 704 32 32
36 384 736 32 32
76 384 768 32 32
76 384 800 32 32
76 384 832 32 32
76 384 864 32 32
76 384 896 32 32
76 384 928 32 32
76 384 960 32 32
76 384 992 32 32
76 384 1024 32 32
36 384 1056 32 32
36 384 1088 32 32
